Block,stimulation_condition,Trial,bridge/house[1/2],image_code,space_pressed,correct_incorrect,reaction_time
1, 1, 0, 1, 16,0,0, 0.000
1, 1, 1, 2, 26,1,1, 0.753
1, 1, 2, 1, 34,0,1, 0.000
1, 1, 3, 1, 38,1,0, 1.147
1, 1, 4, 2, 30,0,0, 0.000
1, 1, 5, 2, 32,1,1, 0.557
1, 1, 6, 1, 21,1,1, 0.523
1, 1, 7, 1, 37,0,1, 0.000
1, 1, 8, 2, 24,1,1, 0.979
1, 1, 9, 2, 25,1,1, 0.507
1, 1, 10, 2, 51,0,1, 0.000
1, 1, 11, 2, 46,1,0, 0.605
1, 1, 12, 1, 20,1,1, 0.513
1, 1, 13, 2, 29,1,1, 0.865
1, 1, 14, 2, 52,1,0, 0.481
1, 1, 15, 2, 45,0,1, 0.000
1, 1, 16, 2, 49,1,0, 0.379
1, 1, 17, 2, 48,1,0, 0.473
1, 1, 18, 2, 44,0,1, 0.000
1, 1, 19, 1, 15,0,0, 0.000
1, 1, 20, 2, 31,0,0, 0.000
1, 1, 21, 1, 13,0,0, 0.000
1, 1, 22, 1, 22,0,0, 0.000
1, 1, 23, 1, 18,1,1, 0.511
1, 1, 24, 1, 19,1,1, 0.797
1, 1, 25, 1, 41,0,1, 0.000
1, 1, 26, 2, 23,1,1, 0.427
1, 1, 27, 1, 36,0,1, 0.000
1, 1, 28, 1, 39,0,1, 0.000
1, 1, 29, 1, 40,1,0, 1.011
1, 1, 30, 1, 33,0,1, 0.000
1, 1, 31, 2, 28,1,1, 0.501
1, 1, 32, 2, 27,0,0, 0.000
1, 1, 33, 2, 43,1,0, 0.483
1, 1, 34, 1, 35,0,1, 0.000
1, 1, 35, 2, 50,1,0, 1.059
1, 1, 36, 1, 17,0,0, 0.000
1, 1, 37, 1, 42,1,0, 0.489
1, 1, 38, 1, 14,0,0, 0.000
1, 1, 39, 2, 47,1,0, 0.459
2, 3, 0, 2, 46,1,0, 0.455
2, 3, 1, 1, 38,0,1, 0.000
2, 3, 2, 1, 37,0,1, 0.000
2, 3, 3, 1, 16,1,1, 0.333
2, 3, 4, 2, 44,0,1, 0.000
2, 3, 5, 2, 26,1,1, 0.503
2, 3, 6, 2, 47,0,1, 0.000
2, 3, 7, 1, 15,0,0, 0.000
2, 3, 8, 2, 24,0,0, 0.000
2, 3, 9, 2, 29,1,1, 0.599
2, 3, 10, 2, 51,1,0, 0.543
2, 3, 11, 1, 41,0,1, 0.000
2, 3, 12, 1, 34,0,1, 0.000
2, 3, 13, 1, 17,1,1, 0.763
2, 3, 14, 2, 32,1,1, 0.553
2, 3, 15, 1, 22,0,0, 0.000
2, 3, 16, 1, 39,0,1, 0.000
2, 3, 17, 1, 42,0,1, 0.000
2, 3, 18, 1, 33,0,1, 0.000
2, 3, 19, 1, 40,0,1, 0.000
2, 3, 20, 2, 31,1,1, 0.717
