Block,stimulation_condition,Trial,bridge/house[1/2],image_code,space_pressed,correct_incorrect,reaction_time
4.0,2.0,0.0,1.0,13.0,0.0,0.0,0.0
4.0,2.0,1.0,2.0,26.0,1.0,1.0,0.647
4.0,2.0,2.0,1.0,33.0,0.0,1.0,0.0
4.0,2.0,3.0,1.0,15.0,0.0,0.0,0.0
4.0,2.0,4.0,1.0,34.0,0.0,1.0,0.0
4.0,2.0,5.0,1.0,41.0,0.0,1.0,0.0
4.0,2.0,6.0,1.0,21.0,1.0,1.0,0.396
4.0,2.0,7.0,2.0,46.0,0.0,1.0,0.0
4.0,2.0,8.0,2.0,27.0,1.0,1.0,0.526
4.0,2.0,9.0,2.0,30.0,1.0,1.0,0.612
4.0,2.0,10.0,2.0,24.0,1.0,1.0,0.609
4.0,2.0,11.0,2.0,31.0,1.0,1.0,0.5479999999999999
4.0,2.0,12.0,2.0,52.0,0.0,1.0,0.0
4.0,2.0,13.0,2.0,47.0,1.0,0.0,0.609
4.0,2.0,14.0,1.0,39.0,0.0,1.0,0.0
4.0,2.0,15.0,2.0,29.0,0.0,0.0,0.0
4.0,2.0,16.0,1.0,19.0,1.0,1.0,0.6920000000000001
4.0,2.0,17.0,1.0,18.0,1.0,1.0,0.585
4.0,2.0,18.0,2.0,49.0,0.0,1.0,0.0
4.0,2.0,19.0,1.0,35.0,0.0,1.0,0.0
4.0,2.0,20.0,1.0,20.0,0.0,0.0,0.0
4.0,2.0,21.0,1.0,16.0,1.0,1.0,0.456
4.0,2.0,22.0,2.0,45.0,0.0,1.0,0.0
4.0,2.0,23.0,2.0,51.0,0.0,1.0,0.0
4.0,2.0,24.0,2.0,32.0,0.0,0.0,0.0
4.0,2.0,25.0,1.0,37.0,0.0,1.0,0.0
4.0,2.0,26.0,1.0,38.0,0.0,1.0,0.0
4.0,2.0,27.0,2.0,44.0,0.0,1.0,0.0
4.0,2.0,28.0,2.0,48.0,1.0,0.0,0.706
4.0,2.0,29.0,2.0,43.0,0.0,1.0,0.0
4.0,2.0,30.0,2.0,23.0,1.0,1.0,0.498
4.0,2.0,31.0,1.0,40.0,0.0,1.0,0.0
4.0,2.0,32.0,1.0,22.0,0.0,0.0,0.0
4.0,2.0,33.0,1.0,36.0,1.0,0.0,0.599
4.0,2.0,34.0,1.0,42.0,1.0,0.0,0.81
4.0,2.0,35.0,2.0,28.0,0.0,0.0,0.0
4.0,2.0,36.0,2.0,50.0,0.0,1.0,0.0
4.0,2.0,37.0,2.0,25.0,1.0,1.0,0.706
4.0,2.0,38.0,1.0,14.0,1.0,1.0,0.618
4.0,2.0,39.0,1.0,17.0,0.0,0.0,0.0
3.0,1.0,0.0,2.0,43.0,1.0,0.0,0.929
3.0,1.0,1.0,2.0,23.0,0.0,0.0,0.0
3.0,1.0,2.0,2.0,52.0,0.0,1.0,0.0
3.0,1.0,3.0,2.0,47.0,0.0,1.0,0.0
3.0,1.0,4.0,1.0,38.0,0.0,1.0,0.0
3.0,1.0,5.0,2.0,50.0,0.0,1.0,0.0
3.0,1.0,6.0,1.0,22.0,0.0,0.0,0.0
3.0,1.0,7.0,1.0,35.0,0.0,1.0,0.0
3.0,1.0,8.0,2.0,44.0,0.0,1.0,0.0
3.0,1.0,9.0,1.0,19.0,0.0,0.0,0.0
3.0,1.0,10.0,1.0,16.0,0.0,0.0,0.0
3.0,1.0,11.0,2.0,30.0,1.0,1.0,0.5760000000000001
3.0,1.0,12.0,1.0,20.0,0.0,0.0,0.0
3.0,1.0,13.0,1.0,34.0,0.0,1.0,0.0
3.0,1.0,14.0,2.0,31.0,0.0,0.0,0.0
3.0,1.0,15.0,1.0,36.0,0.0,1.0,0.0
3.0,1.0,16.0,1.0,13.0,1.0,1.0,0.946
3.0,1.0,17.0,1.0,15.0,0.0,0.0,0.0
3.0,1.0,18.0,1.0,18.0,0.0,0.0,0.0
3.0,1.0,19.0,2.0,32.0,1.0,1.0,0.439
3.0,1.0,20.0,1.0,42.0,1.0,0.0,0.358
3.0,1.0,21.0,2.0,25.0,0.0,0.0,0.0
3.0,1.0,22.0,2.0,48.0,1.0,0.0,0.8290000000000001
3.0,1.0,23.0,1.0,21.0,1.0,1.0,0.546
3.0,1.0,24.0,1.0,33.0,0.0,1.0,0.546
3.0,1.0,25.0,2.0,28.0,0.0,0.0,0.0
3.0,1.0,26.0,1.0,40.0,1.0,0.0,0.41700000000000004
3.0,1.0,27.0,1.0,17.0,0.0,0.0,0.0
3.0,1.0,28.0,2.0,27.0,0.0,0.0,0.0
3.0,1.0,29.0,2.0,46.0,1.0,0.0,0.9640000000000001
3.0,1.0,30.0,1.0,39.0,0.0,1.0,0.0
3.0,1.0,31.0,1.0,41.0,1.0,0.0,0.556
3.0,1.0,32.0,2.0,45.0,0.0,1.0,0.0
3.0,1.0,33.0,2.0,24.0,0.0,0.0,0.0
3.0,1.0,34.0,2.0,26.0,1.0,1.0,0.922
3.0,1.0,35.0,1.0,14.0,1.0,1.0,1.187
3.0,1.0,36.0,2.0,29.0,1.0,1.0,0.6409999999999999
3.0,1.0,37.0,1.0,37.0,1.0,0.0,1.3630000000000002
3.0,1.0,38.0,2.0,49.0,0.0,1.0,0.0
3.0,1.0,39.0,2.0,51.0,0.0,1.0,0.0
1.0,2.0,0.0,2.0,52.0,0.0,1.0,0.0
1.0,2.0,1.0,1.0,20.0,1.0,1.0,0.555
1.0,2.0,2.0,1.0,40.0,1.0,0.0,0.514
1.0,2.0,3.0,1.0,35.0,0.0,1.0,0.0
1.0,2.0,4.0,2.0,29.0,0.0,0.0,0.0
1.0,2.0,5.0,2.0,24.0,0.0,0.0,0.0
1.0,2.0,6.0,2.0,45.0,0.0,1.0,0.0
1.0,2.0,7.0,1.0,36.0,0.0,1.0,0.0
1.0,2.0,8.0,1.0,37.0,0.0,1.0,0.0
1.0,2.0,9.0,2.0,23.0,0.0,0.0,0.0
1.0,2.0,10.0,2.0,31.0,0.0,0.0,0.0
1.0,2.0,11.0,1.0,34.0,0.0,1.0,0.0
1.0,2.0,12.0,2.0,25.0,0.0,0.0,0.0
1.0,2.0,13.0,1.0,18.0,1.0,1.0,0.44799999999999995
1.0,2.0,14.0,2.0,28.0,0.0,0.0,0.0
1.0,2.0,15.0,1.0,19.0,0.0,0.0,0.0
1.0,2.0,16.0,1.0,22.0,1.0,1.0,0.39799999999999996
1.0,2.0,17.0,2.0,51.0,0.0,1.0,0.0
1.0,2.0,18.0,1.0,33.0,0.0,1.0,0.0
1.0,2.0,19.0,2.0,26.0,0.0,0.0,0.0
1.0,2.0,20.0,2.0,50.0,0.0,1.0,0.0
1.0,2.0,21.0,2.0,44.0,0.0,1.0,0.0
1.0,2.0,22.0,2.0,48.0,1.0,0.0,0.456
1.0,2.0,23.0,1.0,42.0,0.0,1.0,0.0
1.0,2.0,24.0,1.0,39.0,1.0,0.0,0.447
1.0,2.0,25.0,1.0,38.0,0.0,1.0,0.0
1.0,2.0,26.0,1.0,13.0,1.0,1.0,0.5529999999999999
1.0,2.0,27.0,1.0,17.0,0.0,0.0,0.0
1.0,2.0,28.0,2.0,27.0,0.0,0.0,0.0
1.0,2.0,29.0,1.0,15.0,0.0,0.0,0.0
1.0,2.0,30.0,2.0,46.0,0.0,1.0,0.0
1.0,2.0,31.0,1.0,21.0,1.0,1.0,0.364
1.0,2.0,32.0,2.0,30.0,0.0,0.0,0.0
1.0,2.0,33.0,2.0,43.0,1.0,0.0,0.33799999999999997
1.0,2.0,34.0,2.0,47.0,0.0,1.0,0.0
1.0,2.0,35.0,2.0,32.0,0.0,0.0,0.0
1.0,2.0,36.0,1.0,16.0,1.0,1.0,1.074
1.0,2.0,37.0,2.0,49.0,0.0,1.0,0.0
1.0,2.0,38.0,1.0,41.0,0.0,1.0,0.0
1.0,2.0,39.0,1.0,14.0,1.0,1.0,0.737
0.0,1.0,0.0,2.0,26.0,0.0,0.0,0.0
0.0,1.0,1.0,1.0,18.0,0.0,0.0,0.0
0.0,1.0,2.0,1.0,20.0,1.0,1.0,0.987
0.0,1.0,3.0,1.0,21.0,1.0,1.0,0.40299999999999997
0.0,1.0,4.0,2.0,28.0,0.0,0.0,0.0
0.0,1.0,5.0,1.0,42.0,1.0,0.0,0.34600000000000003
0.0,1.0,6.0,2.0,23.0,0.0,0.0,0.0
0.0,1.0,7.0,2.0,25.0,0.0,0.0,0.0
0.0,1.0,8.0,2.0,50.0,0.0,1.0,0.0
0.0,1.0,9.0,2.0,47.0,0.0,1.0,0.0
0.0,1.0,10.0,2.0,29.0,0.0,0.0,0.0
0.0,1.0,11.0,1.0,36.0,0.0,1.0,0.0
0.0,1.0,12.0,1.0,34.0,0.0,1.0,0.0
0.0,1.0,13.0,2.0,52.0,0.0,1.0,0.0
0.0,1.0,14.0,1.0,15.0,1.0,1.0,0.47200000000000003
0.0,1.0,15.0,2.0,24.0,1.0,1.0,0.518
0.0,1.0,16.0,1.0,33.0,0.0,1.0,0.0
0.0,1.0,17.0,1.0,39.0,0.0,1.0,0.0
0.0,1.0,18.0,2.0,49.0,0.0,1.0,0.0
0.0,1.0,19.0,2.0,43.0,0.0,1.0,0.0
0.0,1.0,20.0,1.0,13.0,1.0,1.0,0.875
0.0,1.0,21.0,2.0,44.0,1.0,0.0,1.204
0.0,1.0,22.0,2.0,30.0,0.0,0.0,0.0
0.0,1.0,23.0,1.0,40.0,0.0,1.0,0.0
0.0,1.0,24.0,1.0,22.0,0.0,0.0,0.0
0.0,1.0,25.0,1.0,38.0,1.0,0.0,0.8079999999999999
0.0,1.0,26.0,2.0,32.0,0.0,0.0,0.0
0.0,1.0,27.0,2.0,27.0,0.0,0.0,0.0
0.0,1.0,28.0,1.0,16.0,0.0,0.0,0.0
0.0,1.0,29.0,2.0,31.0,0.0,0.0,0.0
0.0,1.0,30.0,2.0,46.0,0.0,1.0,0.0
0.0,1.0,31.0,2.0,51.0,0.0,1.0,0.0
0.0,1.0,32.0,1.0,41.0,0.0,1.0,0.0
0.0,1.0,33.0,1.0,37.0,0.0,1.0,0.0
0.0,1.0,34.0,1.0,19.0,0.0,0.0,0.0
0.0,1.0,35.0,1.0,17.0,0.0,0.0,0.0
0.0,1.0,36.0,1.0,35.0,0.0,1.0,0.0
0.0,1.0,37.0,2.0,48.0,0.0,1.0,0.0
0.0,1.0,38.0,2.0,45.0,0.0,1.0,0.0
0.0,1.0,39.0,1.0,14.0,0.0,0.0,0.0
2.0,3.0,0.0,1.0,39.0,0.0,1.0,0.0
2.0,3.0,1.0,1.0,13.0,0.0,0.0,0.0
2.0,3.0,2.0,2.0,46.0,0.0,1.0,0.0
2.0,3.0,3.0,1.0,42.0,0.0,1.0,0.0
2.0,3.0,4.0,2.0,28.0,0.0,0.0,0.0
2.0,3.0,5.0,1.0,15.0,0.0,0.0,0.0
2.0,3.0,6.0,2.0,26.0,1.0,1.0,0.932
2.0,3.0,7.0,2.0,44.0,0.0,1.0,0.0
2.0,3.0,8.0,2.0,49.0,0.0,1.0,0.0
2.0,3.0,9.0,2.0,43.0,0.0,1.0,0.0
2.0,3.0,10.0,1.0,37.0,1.0,0.0,0.465
2.0,3.0,11.0,1.0,21.0,1.0,1.0,0.413
2.0,3.0,12.0,2.0,50.0,0.0,1.0,0.0
2.0,3.0,13.0,2.0,32.0,1.0,1.0,0.539
2.0,3.0,14.0,2.0,31.0,0.0,0.0,0.0
2.0,3.0,15.0,2.0,24.0,1.0,1.0,0.6679999999999999
2.0,3.0,16.0,1.0,22.0,0.0,0.0,0.0
2.0,3.0,17.0,2.0,30.0,0.0,0.0,0.0
2.0,3.0,18.0,2.0,29.0,0.0,0.0,0.0
2.0,3.0,19.0,2.0,45.0,0.0,1.0,0.0
2.0,3.0,20.0,1.0,17.0,0.0,0.0,0.0
2.0,3.0,21.0,1.0,35.0,0.0,1.0,0.0
2.0,3.0,22.0,1.0,16.0,0.0,0.0,0.0
2.0,3.0,23.0,1.0,40.0,0.0,1.0,0.0
2.0,3.0,24.0,1.0,33.0,0.0,1.0,0.0
2.0,3.0,25.0,2.0,27.0,0.0,0.0,0.0
2.0,3.0,26.0,1.0,34.0,1.0,0.0,0.473
2.0,3.0,27.0,2.0,23.0,0.0,0.0,0.0
2.0,3.0,28.0,1.0,18.0,1.0,1.0,0.307
2.0,3.0,29.0,1.0,38.0,0.0,1.0,0.0
2.0,3.0,30.0,2.0,25.0,1.0,1.0,0.39899999999999997
2.0,3.0,31.0,2.0,52.0,0.0,1.0,0.0
2.0,3.0,32.0,1.0,19.0,1.0,1.0,0.43
2.0,3.0,33.0,2.0,47.0,0.0,1.0,0.0
2.0,3.0,34.0,2.0,51.0,0.0,1.0,0.0
2.0,3.0,35.0,2.0,48.0,0.0,1.0,0.0
2.0,3.0,36.0,1.0,41.0,0.0,1.0,0.0
2.0,3.0,37.0,1.0,14.0,1.0,1.0,0.46799999999999997
2.0,3.0,38.0,1.0,36.0,0.0,1.0,0.0
2.0,3.0,39.0,1.0,20.0,0.0,0.0,0.0
5.0,3.0,0.0,1.0,40.0,0.0,1.0,0.0
5.0,3.0,1.0,1.0,39.0,0.0,1.0,0.0
5.0,3.0,2.0,2.0,47.0,0.0,1.0,0.0
5.0,3.0,3.0,2.0,25.0,0.0,0.0,0.0
5.0,3.0,4.0,2.0,28.0,0.0,0.0,0.0
5.0,3.0,5.0,1.0,18.0,1.0,1.0,0.63
5.0,3.0,6.0,1.0,14.0,0.0,0.0,0.0
5.0,3.0,7.0,2.0,32.0,0.0,0.0,0.0
5.0,3.0,8.0,2.0,24.0,0.0,0.0,0.0
5.0,3.0,9.0,2.0,51.0,0.0,1.0,0.0
5.0,3.0,10.0,1.0,19.0,1.0,1.0,1.466
5.0,3.0,11.0,2.0,52.0,0.0,1.0,0.0
5.0,3.0,12.0,1.0,22.0,0.0,0.0,0.0
5.0,3.0,13.0,2.0,49.0,1.0,0.0,0.946
