Block,stimulation_condition,Trial,bridge/house[1/2],image_code,space_pressed,correct_incorrect,reaction_time
4, 3, 0, 2, 26,0,0, 0.000
4, 3, 1, 2, 48,0,1, 0.000
4, 3, 2, 1, 38,1,0, 0.564
4, 3, 3, 2, 44,0,1, 0.000
4, 3, 4, 1, 36,0,1, 0.000
4, 3, 5, 1, 18,0,0, 0.000
4, 3, 6, 1, 41,0,1, 0.000
4, 3, 7, 1, 34,0,1, 0.000
4, 3, 8, 1, 20,1,1, 0.771
4, 3, 9, 1, 42,0,1, 0.000
4, 3, 10, 1, 14,1,1, 0.617
4, 3, 11, 2, 23,0,0, 0.000
4, 3, 12, 2, 32,0,0, 0.000
4, 3, 13, 1, 39,0,1, 0.000
4, 3, 14, 2, 25,0,0, 0.000
4, 3, 15, 2, 52,0,1, 0.000
4, 3, 16, 2, 51,0,1, 0.000
4, 3, 17, 1, 21,0,0, 0.000
4, 3, 18, 1, 19,0,0, 0.000
4, 3, 19, 1, 37,0,1, 0.000
4, 3, 20, 1, 35,0,1, 0.000
4, 3, 21, 2, 43,0,1, 0.000
4, 3, 22, 2, 46,0,1, 0.000
4, 3, 23, 1, 22,1,1, 0.455
4, 3, 24, 1, 17,0,0, 0.000
4, 3, 25, 2, 47,0,1, 0.000
4, 3, 26, 2, 30,1,1, 0.914
4, 3, 27, 2, 31,0,0, 0.000
4, 3, 28, 1, 33,0,1, 0.000
4, 3, 29, 2, 28,1,1, 0.437
4, 3, 30, 2, 49,0,1, 0.000
4, 3, 31, 2, 29,0,0, 0.000
4, 3, 32, 2, 45,0,1, 0.000
4, 3, 33, 1, 15,0,0, 0.000
4, 3, 34, 1, 13,1,1, 0.692
4, 3, 35, 2, 50,0,1, 0.000
4, 3, 36, 2, 24,0,0, 0.000
4, 3, 37, 2, 27,1,1, 0.576
4, 3, 38, 1, 40,0,1, 0.000
4, 3, 39, 1, 16,1,1, 0.540
5, 1, 0, 2, 49,0,1, 0.000
