Block,stimulation_condition,Trial,bridge/house[1/2],image_code,space_pressed,correct_incorrect,reaction_time
1, 2, 0, 1, 34,0,1, 0.000
1, 2, 1, 1, 17,0,0, 0.000
1, 2, 2, 1, 21,1,1, 0.727
1, 2, 3, 2, 50,1,0, 0.972
1, 2, 4, 1, 35,0,1, 0.000
1, 2, 5, 2, 29,0,0, 0.000
1, 2, 6, 2, 26,0,0, 0.000
1, 2, 7, 1, 42,0,1, 0.000
1, 2, 8, 1, 40,0,1, 0.000
1, 2, 9, 1, 19,1,1, 0.449
1, 2, 10, 1, 20,1,1, 0.598
1, 2, 11, 2, 51,1,0, 0.755
1, 2, 12, 1, 37,1,0, 1.340
1, 2, 13, 1, 16,0,0, 0.000
1, 2, 14, 2, 30,1,1, 0.400
1, 2, 15, 2, 32,0,0, 0.000
1, 2, 16, 2, 28,1,1, 0.970
1, 2, 17, 2, 44,1,0, 0.532
1, 2, 18, 2, 49,0,1, 0.000
1, 2, 19, 1, 36,0,1, 0.000
1, 2, 20, 1, 38,0,1, 0.000
1, 2, 21, 1, 15,1,1, 0.543
1, 2, 22, 1, 13,0,0, 0.000
1, 2, 23, 1, 18,1,1, 0.839
1, 2, 24, 2, 45,1,0, 0.964
1, 2, 25, 1, 33,0,1, 0.000
1, 2, 26, 2, 25,1,1, 0.828
1, 2, 27, 2, 43,1,0, 0.537
1, 2, 28, 1, 41,0,1, 0.000
1, 2, 29, 2, 24,0,0, 0.000
1, 2, 30, 1, 14,0,0, 0.000
1, 2, 31, 2, 47,0,1, 0.000
1, 2, 32, 2, 52,0,1, 0.000
1, 2, 33, 2, 27,0,0, 0.000
1, 2, 34, 2, 48,1,0, 0.433
1, 2, 35, 2, 31,1,1, 0.599
1, 2, 36, 2, 46,1,0, 0.577
1, 2, 37, 2, 23,0,0, 0.000
1, 2, 38, 1, 22,1,1, 0.466
1, 2, 39, 1, 39,1,0, 0.524
5, 1, 0, 1, 41,1,0, 1.133
5, 1, 1, 2, 27,1,1, 0.694
5, 1, 2, 2, 30,0,0, 0.000
5, 1, 3, 2, 32,0,0, 0.000
5, 1, 4, 1, 13,1,1, 0.532
5, 1, 5, 1, 14,0,0, 0.000
5, 1, 6, 1, 42,0,1, 0.000
5, 1, 7, 1, 16,0,0, 0.000
5, 1, 8, 2, 26,1,1, 0.600
5, 1, 9, 2, 50,1,0, 0.626
5, 1, 10, 2, 51,0,1, 0.000
5, 1, 11, 1, 38,1,0, 0.959
5, 1, 12, 1, 17,1,1, 0.383
5, 1, 13, 1, 34,0,1, 0.000
5, 1, 14, 2, 52,0,1, 0.000
