Block,Trial,image_code,space_pressed,correct_incorrect,reaction_time
5, 7, 17, 1, 1, 0.413
5, 8, 28, 1, 1, 0.340
5, 9, 35, 0, 0, 0.000
5, 10, 25, 0, 0, 0.000
5, 11, 23, 0, 0, 0.000
5, 12, 26, 0, 0, 0.000
5, 13, 43, 0, 0, 0.000
5, 14, 19, 0, 0, 0.000
5, 15, 27, 1, 1, 0.814
5, 16, 32, 1, 1, 0.317
5, 17, 48, 1, 0, 0.495
5, 18, 44, 0, 0, 0.000
5, 19, 20, 1, 1, 0.297
5, 20, 36, 0, 0, 0.000
5, 21, 40, 0, 0, 0.000
5, 22, 14, 0, 0, 0.000
5, 23, 46, 0, 0, 0.000
5, 24, 22, 0, 0, 0.000
5, 25, 18, 1, 1, 0.229
5, 26, 39, 0, 0, 0.000
5, 27, 21, 1, 1, 0.326
5, 28, 41, 0, 0, 0.000
5, 29, 50, 0, 0, 0.000
5, 30, 30, 0, 0, 0.000
5, 31, 33, 0, 0, 0.000
5, 32, 38, 0, 0, 0.000
5, 33, 51, 1, 0, 0.225
5, 34, 37, 0, 0, 0.000
5, 35, 13, 0, 0, 0.000
5, 36, 15, 0, 0, 0.000
5, 37, 49, 0, 0, 0.000
5, 38, 52, 0, 0, 0.000
5, 39, 16, 0, 0, 0.000
4, 0, 45, 0, 0, 0.000
4, 1, 48, 1, 0, 0.276
4, 2, 29, 0, 0, 0.000
4, 3, 51, 0, 0, 0.000
4, 4, 25, 1, 1, 0.354
4, 5, 34, 0, 0, 0.000
4, 6, 36, 1, 0, 0.504
4, 7, 33, 0, 0, 0.000
4, 8, 46, 1, 0, 0.943
4, 9, 16, 1, 1, 0.300
4, 10, 50, 0, 0, 0.000
4, 11, 30, 1, 1, 0.354
4, 12, 31, 1, 1, 0.347
4, 13, 20, 0, 0, 0.000
4, 14, 13, 0, 0, 0.000
4, 15, 42, 0, 0, 0.000
4, 16, 17, 1, 1, 0.470
4, 17, 39, 0, 0, 0.000
4, 18, 19, 0, 0, 0.000
4, 19, 24, 0, 0, 0.000
4, 20, 27, 0, 0, 0.000
4, 21, 15, 1, 1, 0.499
4, 22, 41, 0, 0, 0.000
4, 23, 14, 1, 1, 0.403
4, 24, 23, 1, 1, 0.362
4, 25, 26, 0, 0, 0.000
4, 26, 35, 0, 0, 0.000
4, 27, 38, 1, 0, 0.332
4, 28, 22, 1, 1, 0.254
4, 29, 21, 1, 1, 0.340
4, 30, 49, 0, 0, 0.000
4, 31, 44, 1, 0, 0.336
4, 32, 28, 1, 1, 0.196
4, 33, 37, 0, 0, 0.000
4, 34, 47, 1, 0, 0.321
4, 35, 52, 0, 0, 0.000
4, 36, 43, 1, 0, 0.332
4, 37, 18, 1, 1, 0.366
4, 38, 40, 0, 0, 0.000
4, 39, 32, 0, 0, 0.000
